,cust_number,buisness_year,doc_id,document_create_date.1,converted_usd,business_code_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,due_in_date,clear_date,Aging Bucket
2472,200592182,2020.0,1930789791.0,2020-04-16 00:00:00.000000000,1093.2,65,16,4,2020,24,4,2020,1,4,2020,38,710,24-4-2020,2020-04-23 23:59:59.999999993,0-15days
2473,200729942,2020.0,1930801871.0,2020-04-20 00:00:00.000000000,27982.12,65,20,4,2020,5,5,2020,20,4,2020,21,2362,5-5-2020,2020-05-05 00:00:00.000000000,0-15days
2474,200762950,2020.0,1930586097.0,2020-03-02 00:00:00.000000000,40951.88,65,2,3,2020,17,3,2020,2,3,2020,21,2906,17-3-2020,2020-03-17 00:00:00.000000007,0-15days
2475,200568183,2020.0,1930729983.0,2020-04-01 00:00:00.000000000,36851.37,65,1,4,2020,16,4,2020,1,4,2020,21,2906,16-4-2020,2020-04-16 00:00:00.000000005,0-15days
2476,200769623,2020.0,1930729088.0,2020-04-02 00:00:00.000000000,4342.01,65,2,4,2020,17,4,2020,2,4,2020,34,2981,17-4-2020,2020-04-16 23:59:59.999999998,0-15days
2477,200769623,2020.0,1930688658.0,2020-03-24 00:00:00.000000000,10322.31,65,24,3,2020,8,4,2020,24,3,2020,34,2982,8-4-2020,2020-08-03 23:59:59.999999998,0-15days
2478,200881076,2020.0,1930767625.0,2020-04-08 00:00:00.000000000,111153.5,65,8,4,2020,23,4,2020,8,4,2020,21,79,23-4-2020,2020-04-23 00:00:00.000000000,0-15days
2479,200769623,2020.0,1930723490.0,2020-03-30 00:00:00.000000000,52512.16,65,30,3,2020,14,4,2020,30,3,2020,34,2985,14-4-2020,2020-04-13 23:59:59.999999998,0-15days
2480,200769623,2020.0,1930721709.0,2020-03-31 00:00:00.000000000,19465.71,65,31,3,2020,15,4,2020,31,3,2020,34,2981,15-4-2020,2020-04-14 23:59:59.999999998,0-15days
2481,100031704,2020.0,1930654965.0,2020-03-16 00:00:00.000000000,16942.22,65,16,3,2020,31,3,2020,16,3,2020,21,725,31-3-2020,2020-03-31 00:00:00.000000005,0-15days
2482,200769623,2020.0,1930873171.0,2020-05-09 00:00:00.000000000,3403.8,65,9,5,2020,24,5,2020,9,5,2020,34,2985,24-5-2020,2020-05-23 23:59:59.999999998,0-15days
2483,200799367,2020.0,1930844729.0,2020-05-01 00:00:00.000000000,23227.51,65,1,5,2020,16,5,2020,1,5,2020,21,1799,16-5-2020,2020-05-16 00:00:00.000000002,0-15days
2484,200744019,2020.0,1930801487.0,2020-04-20 00:00:00.000000000,11123.78,65,20,4,2020,5,5,2020,20,4,2020,21,2775,5-5-2020,2020-05-05 00:00:00.000000010,0-15days
2485,200726979,2020.0,1930773792.0,2020-04-11 00:00:00.000000000,1135.98,65,11,4,2020,26,4,2020,11,4,2020,21,319,26-4-2020,2020-04-26 00:00:00.000000002,0-15days
2486,200744019,2020.0,1930787963.0,2020-04-16 00:00:00.000000000,1528.04,65,16,4,2020,1,5,2020,16,4,2020,21,2777,1-5-2020,2020-01-05 00:00:00.000000018,16-30days
2487,200769369,2020.0,1930752305.0,2020-04-06 00:00:00.000000000,52442.0,65,6,4,2020,21,4,2020,6,4,2020,21,751,21-4-2020,2020-04-21 00:00:00.000000004,0-15days
2488,200769623,2020.0,1930647737.0,2020-03-16 00:00:00.000000000,14967.62,65,16,3,2020,31,3,2020,16,3,2020,34,2977,31-3-2020,2020-03-30 23:59:59.999999999,0-15days
2489,200772595,2020.0,1930829457.0,2020-04-29 00:00:00.000000000,127649.9,65,29,4,2020,14,5,2020,29,4,2020,21,2379,14-5-2020,2020-05-14 00:00:00.000000000,0-15days
2490,200739534,2020.0,1930631018.0,2020-03-10 00:00:00.000000000,40741.78,65,10,3,2020,25,3,2020,10,3,2020,21,2000,25-3-2020,2020-03-25 00:00:00.000000000,0-15days
2491,200803720,2020.0,1930618816.0,2020-03-07 00:00:00.000000000,413.4,65,7,3,2020,24,3,2020,1,3,2020,38,697,24-3-2020,2020-03-23 23:59:59.999999992,0-15days
2492,200726979,2020.0,1930780648.0,2020-04-12 00:00:00.000000000,767.38,65,12,4,2020,27,4,2020,12,4,2020,21,311,27-4-2020,2020-04-27 00:00:00.000000003,0-15days
2493,200769623,2020.0,1930753366.0,2020-04-07 00:00:00.000000000,46013.07,65,7,4,2020,22,4,2020,7,4,2020,34,2982,22-4-2020,2020-04-21 23:59:59.999999998,0-15days
2494,200980828,2020.0,1930679032.0,2020-03-25 00:00:00.000000000,5613.84,65,25,3,2020,26,4,2020,25,3,2020,14,287,26-4-2020,2020-04-25 23:59:59.999999998,0-15days
2495,140104423,2020.0,2960627575.0,2020-04-14 00:00:00.000000000,57494.61899999999,65,14,4,2020,26,4,2020,16,4,2020,5,1857,26-4-2020,2020-04-26 00:00:00.000000000,0-15days
2496,200744019,2020.0,1930683037.0,2020-03-21 00:00:00.000000000,7664.54,65,21,3,2020,5,4,2020,21,3,2020,21,2778,5-4-2020,2020-05-04 00:00:00.000000019,16-30days
2497,200704858,2020.0,1930593775.0,2020-03-04 00:00:00.000000000,152814.09,65,4,3,2020,19,3,2020,4,3,2020,21,2950,19-3-2020,2020-03-19 00:00:00.000000000,0-15days
2498,200769623,2020.0,1930705163.0,2020-03-27 00:00:00.000000000,30191.79,65,27,3,2020,11,4,2020,27,3,2020,34,2977,11-4-2020,2020-11-03 23:59:59.999999999,0-15days
2499,200769623,2020.0,1930847683.0,2020-05-02 00:00:00.000000000,51462.76,65,2,5,2020,17,5,2020,2,5,2020,34,2985,17-5-2020,2020-05-16 23:59:59.999999998,0-15days
2500,200769623,2020.0,1930581407.0,2020-02-29 00:00:00.000000000,6879.89,65,29,2,2020,15,3,2020,29,2,2020,34,2985,15-3-2020,2020-03-14 23:59:59.999999995,0-15days
2501,200781803,2020.0,1930639577.0,2020-03-12 00:00:00.000000000,14573.25,65,12,3,2020,27,3,2020,12,3,2020,21,1441,27-3-2020,2020-03-27 00:00:00.000000001,0-15days
2502,200772670,2020.0,1930749321.0,2020-04-04 00:00:00.000000000,15633.57,65,4,4,2020,19,4,2020,4,4,2020,47,183,19-4-2020,2020-04-19 00:00:00.000000000,0-15days
2503,200726979,2020.0,1930723885.0,2020-03-31 00:00:00.000000000,226.11,65,31,3,2020,15,4,2020,31,3,2020,21,312,15-4-2020,2020-04-15 00:00:00.000000002,0-15days
2504,200704858,2020.0,1930731833.0,2020-04-03 00:00:00.000000000,103344.24,65,3,4,2020,18,4,2020,3,4,2020,21,2951,18-4-2020,2020-04-18 00:00:00.000000000,0-15days
2505,200148860,2020.0,1930651987.0,2020-03-15 00:00:00.000000000,40969.78,65,15,3,2020,30,3,2020,15,3,2020,21,788,30-3-2020,2020-03-29 23:59:59.999999998,0-15days
2506,100033394,2020.0,1930648003.0,2020-03-13 00:00:00.000000000,13074.0,65,13,3,2020,8,5,2020,13,3,2020,3,1911,8-5-2020,2020-08-05 00:00:00.000000000,0-15days
2507,200609331,2020.0,1930809376.0,2020-04-21 00:00:00.000000000,13806.49,65,21,4,2020,6,5,2020,21,4,2020,21,1555,6-5-2020,2020-06-05 00:00:00.000000000,0-15days
2508,200792734,2020.0,1930687367.0,2020-03-23 00:00:00.000000000,142176.7,65,23,3,2020,7,4,2020,23,3,2020,21,1824,7-4-2020,2020-07-04 00:00:00.000000003,0-15days
2509,200769623,2020.0,1930647752.0,2020-03-14 00:00:00.000000000,21931.11,65,14,3,2020,29,3,2020,14,3,2020,34,2984,29-3-2020,2020-03-28 23:59:59.999999998,0-15days
2510,200762301,2020.0,1930799161.0,2020-04-20 00:00:00.000000000,40999.22,65,20,4,2020,5,5,2020,20,4,2020,26,429,5-5-2020,2020-05-05 00:00:00.000000000,0-15days
2511,200726979,2020.0,1930623673.0,2020-03-09 00:00:00.000000000,1007.25,65,9,3,2020,24,3,2020,9,3,2020,21,315,24-3-2020,2020-03-24 00:00:00.000000002,0-15days
2512,140105785,2020.0,2960623325.0,2020-03-23 00:00:00.000000000,40373.689999999995,65,23,3,2020,4,4,2020,25,3,2020,5,2472,4-4-2020,2020-04-04 00:00:00.000000005,0-15days
2513,200803720,2020.0,1930698888.0,2020-03-25 00:00:00.000000000,2063.32,65,25,3,2020,8,4,2020,16,3,2020,38,694,8-4-2020,2020-08-03 23:59:59.999999991,0-15days
2514,200769623,2020.0,1930739028.0,2020-04-04 00:00:00.000000000,16307.51,65,4,4,2020,19,4,2020,4,4,2020,34,2978,19-4-2020,2020-04-18 23:59:59.999999998,0-15days
2515,200744019,2020.0,1930802106.0,2020-04-20 00:00:00.000000000,4676.58,65,20,4,2020,5,5,2020,20,4,2020,21,2781,5-5-2020,2020-05-05 00:00:00.000000019,16-30days
2516,200794332,2020.0,1930850179.0,2020-05-04 00:00:00.000000000,32988.04,65,4,5,2020,19,5,2020,4,5,2020,23,606,19-5-2020,2020-05-19 00:00:00.000000000,0-15days
2517,200794332,2020.0,1930724658.0,2020-04-02 00:00:00.000000000,15983.15,65,2,4,2020,17,4,2020,2,4,2020,23,611,17-4-2020,2020-04-16 23:59:59.999999999,0-15days
2518,200729942,2020.0,1930767786.0,2020-04-09 00:00:00.000000000,29272.74,65,9,4,2020,24,4,2020,9,4,2020,21,2359,24-4-2020,2020-04-24 00:00:00.000000000,0-15days
2519,100025470,2020.0,1930814396.0,2020-04-22 00:00:00.000000000,1375.3,65,22,4,2020,7,5,2020,22,4,2020,21,2906,7-5-2020,2020-07-05 00:00:00.000000004,0-15days
2520,200794332,2020.0,1930688160.0,2020-03-25 00:00:00.000000000,40455.53,65,25,3,2020,9,4,2020,25,3,2020,23,614,9-4-2020,2020-09-03 23:59:59.999999999,0-15days
2521,200763229,2020.0,1930906932.0,2020-05-15 00:00:00.000000000,17140.86,65,15,5,2020,30,5,2020,15,5,2020,21,1712,30-5-2020,2020-05-30 00:00:00.000000005,0-15days
2522,200799367,2020.0,1930671616.0,2020-03-19 00:00:00.000000000,42387.88,65,19,3,2020,3,4,2020,19,3,2020,21,1800,3-4-2020,2020-03-04 00:00:00.000000002,0-15days
2523,200778998,2020.0,1930713606.0,2020-03-27 00:00:00.000000000,92092.57,65,27,3,2020,11,4,2020,27,3,2020,21,477,11-4-2020,2020-11-04 00:00:00.000000003,0-15days
2524,200705742,2020.0,1930817403.0,2020-04-22 00:00:00.000000000,19437.37,65,22,4,2020,12,5,2020,22,4,2020,28,816,12-5-2020,2020-12-04 23:59:59.999999995,0-15days
2525,200769623,2020.0,1930648333.0,2020-03-14 00:00:00.000000000,4643.4,65,14,3,2020,29,3,2020,14,3,2020,34,2981,29-3-2020,2020-03-28 23:59:59.999999998,0-15days
2526,200769623,2020.0,1930585120.0,2020-03-03 00:00:00.000000000,14711.0,65,3,3,2020,18,3,2020,3,3,2020,34,2981,18-3-2020,2020-03-17 23:59:59.999999998,0-15days
2527,200769623,2020.0,1930793369.0,2020-04-17 00:00:00.000000000,8680.06,65,17,4,2020,2,5,2020,17,4,2020,34,2983,2-5-2020,2020-02-04 23:59:59.999999998,0-15days
2528,200778998,2020.0,1930754334.0,2020-04-06 00:00:00.000000000,35178.76,65,6,4,2020,21,4,2020,6,4,2020,21,478,21-4-2020,2020-04-21 00:00:00.000000004,0-15days
2529,200762301,2020.0,1930779517.0,2020-04-12 00:00:00.000000000,75618.04,65,12,4,2020,27,4,2020,12,4,2020,26,433,27-4-2020,2020-04-27 00:00:00.000000000,0-15days
2530,200769623,2020.0,1930777832.0,2020-04-13 00:00:00.000000000,30210.51,65,13,4,2020,28,4,2020,13,4,2020,34,2978,28-4-2020,2020-04-27 23:59:59.999999998,0-15days
2531,100030194,2020.0,2960617899.0,2020-03-04 00:00:00.000000000,4067.3149999999996,65,4,3,2020,16,3,2020,6,3,2020,5,104,16-3-2020,2020-03-16 00:00:00.000000009,0-15days
2532,200769623,2020.0,1930884653.0,2020-05-11 00:00:00.000000000,33337.22,65,11,5,2020,26,5,2020,11,5,2020,34,2977,26-5-2020,2020-05-25 23:59:59.999999999,0-15days
2533,200707005,2020.0,1930571866.0,2020-02-28 00:00:00.000000000,153104.67,65,28,2,2020,14,3,2020,28,2,2020,21,1498,14-3-2020,2020-03-14 00:00:00.000000000,0-15days
2534,200769623,2020.0,1930597848.0,2020-03-05 00:00:00.000000000,76305.54,65,5,3,2020,20,3,2020,5,3,2020,34,2976,20-3-2020,2020-03-19 23:59:59.999999998,0-15days
2535,200739534,2020.0,1930597596.0,2020-03-03 00:00:00.000000000,44292.65,65,3,3,2020,18,3,2020,3,3,2020,21,2005,18-3-2020,2020-03-18 00:00:00.000000000,0-15days
2536,200769623,2020.0,1930747105.0,2020-04-05 00:00:00.000000000,4607.93,65,5,4,2020,20,4,2020,5,4,2020,34,2979,20-4-2020,2020-04-19 23:59:59.999999998,0-15days
2537,200769623,2020.0,1930779791.0,2020-04-13 00:00:00.000000000,16556.2,65,13,4,2020,28,4,2020,13,4,2020,34,2977,28-4-2020,2020-04-27 23:59:59.999999999,0-15days
2538,200782669,2020.0,1930660274.0,2020-03-18 00:00:00.000000000,980.22,65,18,3,2020,2,4,2020,18,3,2020,21,2687,2-4-2020,2020-02-04 00:00:00.000000005,0-15days
2539,200769623,2020.0,1930742910.0,2020-04-04 00:00:00.000000000,5689.1,65,4,4,2020,19,4,2020,4,4,2020,34,2981,19-4-2020,2020-04-18 23:59:59.999999998,0-15days
2540,200759878,2020.0,1930674849.0,2020-03-21 00:00:00.000000000,25623.45,65,21,3,2020,5,4,2020,21,3,2020,34,2362,5-4-2020,2020-05-03 23:59:59.999999996,0-15days
2541,200739534,2020.0,1930729294.0,2020-04-01 00:00:00.000000000,71226.5,65,1,4,2020,16,4,2020,1,4,2020,21,2009,16-4-2020,2020-04-16 00:00:00.000000000,0-15days
2542,200772670,2020.0,1930803976.0,2020-04-20 00:00:00.000000000,104911.64,65,20,4,2020,5,5,2020,20,4,2020,47,182,5-5-2020,2020-05-05 00:00:00.000000000,0-15days
2543,200769623,2020.0,1930699725.0,2020-03-27 00:00:00.000000000,1898.2,65,27,3,2020,11,4,2020,27,3,2020,34,2976,11-4-2020,2020-11-03 23:59:59.999999998,0-15days
2544,200769623,2020.0,1930780998.0,2020-04-13 00:00:00.000000000,14562.86,65,13,4,2020,28,4,2020,13,4,2020,34,2984,28-4-2020,2020-04-27 23:59:59.999999998,0-15days
2545,200769623,2020.0,1930622872.0,2020-03-09 00:00:00.000000000,45570.43,65,9,3,2020,24,3,2020,9,3,2020,34,2984,24-3-2020,2020-03-23 23:59:59.999999998,0-15days
2546,140104409,2020.0,2960619597.0,2020-03-16 00:00:00.000000000,77627.81599999999,65,16,3,2020,3,4,2020,24,3,2020,5,1657,3-4-2020,2020-03-04 00:00:00.000000001,0-15days
2547,200726979,2020.0,1930772962.0,2020-04-08 00:00:00.000000000,126.92,65,8,4,2020,23,4,2020,8,4,2020,21,310,23-4-2020,2020-04-23 00:00:00.000000002,0-15days
2548,200769623,2020.0,1930716896.0,2020-03-31 00:00:00.000000000,55969.01,65,31,3,2020,15,4,2020,31,3,2020,34,2979,15-4-2020,2020-04-14 23:59:59.999999998,0-15days
2549,200769623,2020.0,1930837348.0,2020-04-30 00:00:00.000000000,42826.3,65,30,4,2020,15,5,2020,30,4,2020,34,2977,15-5-2020,2020-05-14 23:59:59.999999999,0-15days
2550,200769623,2020.0,1930681707.0,2020-03-21 00:00:00.000000000,42369.93,65,21,3,2020,5,4,2020,21,3,2020,34,2977,5-4-2020,2020-05-03 23:59:59.999999999,0-15days
2551,200705742,2020.0,1930859972.0,2020-05-05 00:00:00.000000000,12907.2,65,5,5,2020,25,5,2020,5,5,2020,28,810,25-5-2020,2020-05-24 23:59:59.999999995,0-15days
2552,200744019,2020.0,1930796624.0,2020-04-17 00:00:00.000000000,19984.47,65,17,4,2020,2,5,2020,17,4,2020,21,2782,2-5-2020,2020-02-05 00:00:00.000000019,16-30days
2553,200760666,2020.0,1930631177.0,2020-03-12 00:00:00.000000000,2502.14,65,12,3,2020,27,3,2020,12,3,2020,21,1461,27-3-2020,2020-03-27 00:00:00.000000002,0-15days
2554,200769623,2020.0,1930718501.0,2020-03-29 00:00:00.000000000,4696.19,65,29,3,2020,13,4,2020,29,3,2020,34,2979,13-4-2020,2020-04-12 23:59:59.999999998,0-15days
2555,200769623,2020.0,1930881013.0,2020-05-09 00:00:00.000000000,22967.8,65,9,5,2020,24,5,2020,9,5,2020,34,2982,24-5-2020,2020-05-23 23:59:59.999999998,0-15days
2556,200705742,2020.0,1930625092.0,2020-03-09 00:00:00.000000000,63028.0,65,9,3,2020,24,3,2020,9,3,2020,21,813,24-3-2020,2020-03-23 23:59:59.999999995,0-15days
2557,200706844,2020.0,1930875668.0,2020-05-07 00:00:00.000000000,17534.5,65,7,5,2020,22,5,2020,7,5,2020,21,3047,22-5-2020,2020-05-22 00:00:00.000000003,0-15days
2558,200769623,2020.0,1930800903.0,2020-04-21 00:00:00.000000000,59911.18,65,21,4,2020,6,5,2020,21,4,2020,34,2981,6-5-2020,2020-06-04 23:59:59.999999998,0-15days
2559,200416837,2020.0,1930812810.0,2020-04-22 00:00:00.000000000,5128.48,65,22,4,2020,9,5,2020,16,4,2020,38,702,9-5-2020,2020-09-04 23:59:59.999999993,0-15days
2560,200337148,2020.0,1930803571.0,2020-04-20 00:00:00.000000000,21055.21,65,20,4,2020,5,5,2020,20,4,2020,21,536,5-5-2020,2020-05-05 00:00:00.000000002,0-15days
2561,100033340,2020.0,1930795396.0,2020-04-24 00:00:00.000000000,28278.18,65,24,4,2020,9,5,2020,24,4,2020,21,2906,9-5-2020,2020-09-05 00:00:00.000000003,0-15days
2562,200803720,2020.0,1930617840.0,2020-03-07 00:00:00.000000000,4398.06,65,7,3,2020,11,3,2020,1,3,2020,36,694,11-3-2020,2020-11-02 23:59:59.999999991,0-15days
2563,200759878,2020.0,1930777124.0,2020-04-14 00:00:00.000000000,91676.62,65,14,4,2020,29,5,2020,14,4,2020,62,2365,29-5-2020,2020-05-29 00:00:00.000000000,0-15days
2564,200729942,2020.0,1930857524.0,2020-05-04 00:00:00.000000000,2408.32,65,4,5,2020,19,5,2020,4,5,2020,21,2364,19-5-2020,2020-05-19 00:00:00.000000000,0-15days
2565,140104440,2020.0,2960618875.0,2020-03-10 00:00:00.000000000,54843.564999999995,65,10,3,2020,21,3,2020,11,3,2020,5,2542,21-3-2020,2020-03-21 00:00:00.000000006,0-15days
2566,100043948,2020.0,1930667562.0,2020-03-27 00:00:00.000000000,17319.8,65,27,3,2020,11,4,2020,27,3,2020,21,2906,11-4-2020,2020-11-04 00:00:00.000000004,0-15days
2567,200772595,2020.0,1930683898.0,2020-03-21 00:00:00.000000000,99808.7,65,21,3,2020,5,4,2020,21,3,2020,21,2374,5-4-2020,2020-05-04 00:00:00.000000000,0-15days
2568,200726979,2020.0,1930780809.0,2020-04-07 00:00:00.000000000,269.81,65,7,4,2020,22,4,2020,7,4,2020,21,314,22-4-2020,2020-04-22 00:00:00.000000002,0-15days
2569,100008001,2020.0,1930647902.0,2020-03-18 00:00:00.000000000,17374.0,65,18,3,2020,7,4,2020,18,3,2020,28,2906,7-4-2020,2020-07-04 00:00:00.000000004,0-15days
2570,200769623,2020.0,1930717346.0,2020-03-29 00:00:00.000000000,7336.72,65,29,3,2020,13,4,2020,29,3,2020,34,2986,13-4-2020,2020-04-12 23:59:59.999999998,0-15days
2571,200739534,2020.0,1930731415.0,2020-04-01 00:00:00.000000000,57177.27,65,1,4,2020,16,4,2020,1,4,2020,21,2003,16-4-2020,2020-04-16 00:00:00.000000001,0-15days
2572,200726979,2020.0,1930629598.0,2020-03-08 00:00:00.000000000,778.26,65,8,3,2020,23,3,2020,8,3,2020,21,316,23-3-2020,2020-03-23 00:00:00.000000002,0-15days
2573,200793830,2020.0,1930876403.0,2020-05-07 00:00:00.000000000,31016.78,65,7,5,2020,22,5,2020,7,5,2020,21,1695,22-5-2020,2020-05-22 00:00:00.000000001,0-15days
2574,200794332,2020.0,1930783126.0,2020-04-17 00:00:00.000000000,25284.7,65,17,4,2020,2,5,2020,17,4,2020,23,614,2-5-2020,2020-02-05 00:00:00.000000000,0-15days
2575,100034330,2020.0,1991841304.0,2020-03-19 00:00:00.000000000,60660.86,65,19,3,2020,18,4,2020,19,3,2020,54,2906,18-4-2020,2020-04-18 00:00:00.000000001,0-15days
2576,200769623,2020.0,1930686471.0,2020-03-23 00:00:00.000000000,32768.2,65,23,3,2020,7,4,2020,23,3,2020,34,2982,7-4-2020,2020-07-03 23:59:59.999999998,0-15days
2577,200769623,2020.0,1930717384.0,2020-03-30 00:00:00.000000000,26848.01,65,30,3,2020,14,4,2020,30,3,2020,34,2986,14-4-2020,2020-04-13 23:59:59.999999998,0-15days
2578,200794332,2020.0,1930833910.0,2020-04-30 00:00:00.000000000,27931.88,65,30,4,2020,15,5,2020,30,4,2020,23,610,15-5-2020,2020-05-15 00:00:00.000000000,0-15days
2579,200769623,2020.0,1930719378.0,2020-03-30 00:00:00.000000000,73388.0,65,30,3,2020,14,4,2020,30,3,2020,34,2983,14-4-2020,2020-04-13 23:59:59.999999998,0-15days
2580,200519201,2020.0,1930856468.0,2020-05-05 00:00:00.000000000,258768.69,65,5,5,2020,20,5,2020,5,5,2020,21,1571,20-5-2020,2020-05-20 00:00:00.000000002,0-15days
2581,200762301,2020.0,1930720223.0,2020-03-31 00:00:00.000000000,7261.87,65,31,3,2020,15,4,2020,31,3,2020,26,426,15-4-2020,2020-04-15 00:00:00.000000000,0-15days
2582,200739386,2020.0,1930718273.0,2020-03-30 00:00:00.000000000,65591.25,65,30,3,2020,14,4,2020,30,3,2020,21,2906,14-4-2020,2020-04-14 00:00:00.000000007,0-15days
2583,200722369,2020.0,1930768465.0,2020-04-10 00:00:00.000000000,28281.97,65,10,4,2020,25,4,2020,10,4,2020,21,2088,25-4-2020,2020-04-24 23:59:59.999999998,0-15days
2584,200744019,2020.0,1930799603.0,2020-04-18 00:00:00.000000000,13711.24,65,18,4,2020,3,5,2020,18,4,2020,21,2776,3-5-2020,2020-03-05 00:00:00.000000019,16-30days
2585,200769623,2020.0,1930758053.0,2020-04-07 00:00:00.000000000,33798.43,65,7,4,2020,22,4,2020,7,4,2020,34,2980,22-4-2020,2020-04-21 23:59:59.999999998,0-15days
2586,200786288,2020.0,1930780014.0,2020-04-13 00:00:00.000000000,12614.59,65,13,4,2020,28,4,2020,13,4,2020,26,881,28-4-2020,2020-04-28 00:00:00.000000001,0-15days
2587,200418007,2020.0,1930624215.0,2020-03-10 00:00:00.000000000,102626.4,65,10,3,2020,25,3,2020,10,3,2020,21,90,25-3-2020,2020-03-25 00:00:00.000000000,0-15days
2588,200769623,2020.0,1930628297.0,2020-03-10 00:00:00.000000000,5967.84,65,10,3,2020,25,3,2020,10,3,2020,34,2977,25-3-2020,2020-03-24 23:59:59.999999999,0-15days
2589,140106408,2020.0,2960624277.0,2020-03-27 00:00:00.000000000,44553.551,65,27,3,2020,6,4,2020,27,3,2020,5,2966,6-4-2020,2020-06-04 00:00:00.000000008,0-15days
2590,200769623,2020.0,1930710873.0,2020-03-29 00:00:00.000000000,4555.4,65,29,3,2020,13,4,2020,29,3,2020,34,2986,13-4-2020,2020-04-12 23:59:59.999999998,0-15days
2591,200794332,2020.0,1930823593.0,2020-04-28 00:00:00.000000000,21379.43,65,28,4,2020,13,5,2020,28,4,2020,23,607,13-5-2020,2020-05-13 00:00:00.000000000,0-15days
2592,200726025,2020.0,1930620820.0,2020-03-07 00:00:00.000000000,52194.5,65,7,3,2020,22,3,2020,7,3,2020,21,2906,22-3-2020,2020-03-22 00:00:00.000000007,0-15days
2593,200759082,2020.0,1930670691.0,2020-03-19 00:00:00.000000000,63801.31,65,19,3,2020,3,4,2020,19,3,2020,21,1332,3-4-2020,2020-03-04 00:00:00.000000001,0-15days
2594,140106408,2020.0,2960622731.0,2020-03-20 00:00:00.000000000,62138.972,65,20,3,2020,30,3,2020,20,3,2020,5,2974,30-3-2020,2020-03-30 00:00:00.000000011,0-15days
2595,200803720,2020.0,1930699608.0,2020-03-25 00:00:00.000000000,8584.44,65,25,3,2020,8,4,2020,16,3,2020,38,704,8-4-2020,2020-08-03 23:59:59.999999991,0-15days
2596,200726979,2020.0,1930624787.0,2020-03-10 00:00:00.000000000,257.54,65,10,3,2020,25,3,2020,10,3,2020,21,313,25-3-2020,2020-03-25 00:00:00.000000002,0-15days
2597,200777735,2020.0,1930747459.0,2020-04-03 00:00:00.000000000,852.16,65,3,4,2020,7,6,2020,3,4,2020,33,1941,7-6-2020,2020-07-05 23:59:59.999999991,0-15days
2598,200806580,2020.0,1930608312.0,2020-03-06 00:00:00.000000000,5211.6,65,6,3,2020,21,3,2020,6,3,2020,21,2906,21-3-2020,2020-03-21 00:00:00.000000007,0-15days
2599,2001,2020.0,2960621969.0,2020-03-19 00:00:00.000000000,21270.48,65,19,3,2020,24,4,2020,20,3,2020,32,1514,24-4-2020,2020-04-24 00:00:00.000000009,0-15days
2600,200769623,2020.0,1930705142.0,2020-03-25 00:00:00.000000000,42551.13,65,25,3,2020,9,4,2020,25,3,2020,34,2980,9-4-2020,2020-09-03 23:59:59.999999998,0-15days
2601,200014556,2020.0,1930566741.0,2020-02-27 00:00:00.000000000,15651.65,65,27,2,2020,2,5,2020,27,2,2020,33,65,2-5-2020,2020-02-04 23:59:59.999999998,0-15days
2602,200769623,2020.0,1930584017.0,2020-03-02 00:00:00.000000000,10279.16,65,2,3,2020,17,3,2020,2,3,2020,34,2979,17-3-2020,2020-03-16 23:59:59.999999998,0-15days
2603,200769623,2020.0,1930652473.0,2020-03-14 00:00:00.000000000,9577.27,65,14,3,2020,29,3,2020,14,3,2020,34,2981,29-3-2020,2020-03-28 23:59:59.999999998,0-15days
2604,200772670,2020.0,1930804068.0,2020-04-20 00:00:00.000000000,1455.45,65,20,4,2020,5,5,2020,20,4,2020,47,177,5-5-2020,2020-05-05 00:00:00.000000000,0-15days
2605,140104440,2020.0,2960618933.0,2020-03-06 00:00:00.000000000,52006.486,65,6,3,2020,16,3,2020,6,3,2020,5,2543,16-3-2020,2020-03-16 00:00:00.000000003,0-15days
2606,200794332,2020.0,1930631983.0,2020-03-11 00:00:00.000000000,17313.65,65,11,3,2020,26,3,2020,11,3,2020,23,611,26-3-2020,2020-03-25 23:59:59.999999999,0-15days
2607,200803720,2020.0,1930863123.0,2020-05-06 00:00:00.000000000,10021.56,65,6,5,2020,24,5,2020,1,5,2020,38,699,24-5-2020,2020-05-23 23:59:59.999999991,0-15days
2608,200726979,2020.0,1930577439.0,2020-02-27 00:00:00.000000000,611.23,65,27,2,2020,13,3,2020,27,2,2020,21,312,13-3-2020,2020-03-13 00:00:00.000000002,0-15days
2609,200794332,2020.0,1930719446.0,2020-03-30 00:00:00.000000000,32715.47,65,30,3,2020,14,4,2020,30,3,2020,23,604,14-4-2020,2020-04-14 00:00:00.000000000,0-15days
2610,200744019,2020.0,1930823285.0,2020-04-25 00:00:00.000000000,13874.87,65,25,4,2020,10,5,2020,25,4,2020,21,2774,10-5-2020,2020-10-05 00:00:00.000000009,0-15days
2611,200762301,2020.0,1930752227.0,2020-04-07 00:00:00.000000000,22510.04,65,7,4,2020,22,4,2020,7,4,2020,26,425,22-4-2020,2020-04-22 00:00:00.000000000,0-15days
2612,200744019,2020.0,1930823263.0,2020-04-25 00:00:00.000000000,9535.88,65,25,4,2020,10,5,2020,25,4,2020,21,2780,10-5-2020,2020-10-05 00:00:00.000000019,16-30days
